iter	RMSE
164	0.1005398794
165	0.1004904618
166	0.1004710907
167	0.100441651
168	0.1004048849
169	0.1003742229
170	0.1003318333
171	0.1002993553
172	0.1002503655
173	0.1002234498
174	0.1001712085
175	0.1001481695
176	0.1001283386
177	0.1000948707
178	0.1000312267
179	0.1000137824
180	0.09998663971
181	0.09995567859
182	0.09990790883
183	0.09988376817
184	0.09983927391
185	0.09981569195
186	0.09978114978
187	0.09971550637
188	0.09966963472
189	0.09962839317
190	0.09959177627
191	0.09955100427
192	0.09951063464
193	0.0994706044
194	0.09941583419
195	0.0993662061
196	0.09931355487
197	0.09924910055
198	0.09920496086
199	0.09917491226
200	0.09915485016
201	0.09911077291
202	0.09909131174
203	0.09905351471
204	0.09901817504
205	0.09899554659
206	0.09897055556
207	0.09894353745
208	0.09891108886
209	0.09886991204
210	0.09885183679
211	0.09881633044
212	0.09877913437
213	0.09872958415
214	0.09868794507
215	0.09864291394
216	0.09860148093
217	0.0985683859
218	0.09854181047
219	0.09850825622
220	0.09844889673
221	0.09840555777
222	0.09838032996
223	0.09835156865
224	0.09831778102
225	0.09825748489
226	0.09820045328
227	0.09814688643
228	0.09812390332
229	0.09806808893
230	0.09802761482
231	0.09799861048
232	0.09796274545
233	0.09792977611
234	0.09787551011
235	0.09783568774
236	0.09781844078
237	0.09776178609
238	0.09770290666
239	0.09764941464
240	0.0976330747
241	0.09759221445
242	0.09756675781
243	0.09753322575
244	0.09748977385
245	0.09743867189
246	0.09742413175
247	0.09738417218
248	0.09735726592
249	0.0973322822
250	0.09728355844
251	0.09725630425
252	0.09721883133
253	0.09719757297
254	0.09713822183
255	0.09709915481
256	0.09707167063
257	0.09702285322
258	0.09698236154
259	0.09695599709
260	0.09693400835
261	0.09689916404
262	0.09687314509
263	0.09683853828
264	0.0968167752
265	0.09675701196
266	0.09672154664
267	0.09668948369
268	0.09665074921
269	0.09661622978
270	0.09659281097
271	0.09656803851
272	0.09655363417
273	0.0965188693
274	0.09648525932
275	0.09644604422
276	0.09641522936
277	0.0963803791
278	0.09634101365
279	0.09631002493
280	0.09625733705
281	0.09623228492
282	0.09619363907
283	0.09617517638
284	0.09614962962
285	0.09610171711
286	0.09606688865
287	0.0960195423
288	0.09597509063
289	0.09592914384
290	0.09590014704
291	0.09587833527
292	0.09584564506
293	0.09580910705
294	0.09579386467
295	0.09574973105
296	0.09573473603
297	0.09570564455
298	0.09568858316
299	0.09564930716
300	0.09561967859
301	0.09559834438
302	0.09557627073
303	0.09554047822
304	0.09549756167
305	0.0954779987
306	0.0954506226
307	0.09541135582
308	0.09537235677
309	0.09534509725
310	0.09531779684
311	0.0952848122
312	0.09525157075
313	0.09522093847
314	0.09519154609
315	0.09516027835
316	0.09512967886
317	0.09510472402
318	0.0950891704
319	0.09505929246
320	0.09504302096
321	0.09502312789
322	0.0949983213
323	0.0949650958
324	0.09495114287
325	0.09492881812
326	0.09490850413
327	0.09488519361
328	0.09483155225
329	0.09480925645
330	0.09478018826
331	0.09475955656
332	0.09473026314
333	0.09469837178
334	0.09467639665
335	0.09464487958
336	0.09459772786
337	0.09457483386
338	0.09452861069
339	0.09449772088
340	0.09444921604
341	0.09442977647
342	0.09441060062
343	0.09438859841
344	0.09436427909
345	0.09434374318
346	0.09431053243
347	0.09428459404
348	0.09426227519
349	0.09422651229
350	0.09419990078
351	0.09417701717
352	0.09414530264
353	0.09411481515
354	0.09408964307
355	0.09405943006
356	0.09401015274
357	0.09397778515
358	0.09394405824
359	0.093923957
360	0.09388254724
361	0.09383855985
362	0.09381804988
363	0.09379260611
364	0.09376841426
365	0.09374508544
366	0.09372626447
367	0.09369587274
368	0.09367208536
369	0.09365678532
370	0.09362500154
371	0.09359008807
372	0.09356517759
373	0.09354180448
374	0.09351909437
375	0.09349941877
376	0.09347719336
377	0.09345233681
378	0.09343872544
379	0.09342336535
380	0.09339109823
381	0.09336294723
382	0.093336666
383	0.09331772856
384	0.09328342669
385	0.09326693953
386	0.0932368999
387	0.09321594547
388	0.09319546668
389	0.09317632735
390	0.09315952038
391	0.09313064732
392	0.09310905585
393	0.09309097743
394	0.09306364865
395	0.0930349549
396	0.09300936096
397	0.09299290946
398	0.09298151419
399	0.09295688934
400	0.09293661122
401	0.09291162366
402	0.0928984974
403	0.09286510055
404	0.0928429606
405	0.0928172081
406	0.09279318077
407	0.09275083236
408	0.092722416
409	0.09268606902
410	0.09265429567
411	0.09262996863
412	0.09259198044
413	0.09256077761
414	0.09254320965
415	0.09252561096
416	0.09250499134
417	0.09247687093
418	0.09246590917
419	0.09242807676
420	0.09239833241
421	0.09237285041
422	0.09234658623
423	0.09232024671
424	0.0922874047
425	0.09226864775
426	0.09224208614
427	0.09221940209
428	0.0921945331
429	0.09216608948
430	0.09213870255
431	0.09212641564
432	0.09209048987
433	0.09207048352
434	0.09205501721
435	0.09203460372
436	0.09201169752
437	0.09197957545
438	0.09195478064
439	0.09192742027
440	0.09190727335
441	0.09187257463
442	0.09184653525
443	0.09183124615
444	0.09181453072
445	0.09178509324
446	0.09175630092
447	0.09172657554
448	0.09168583762
449	0.09166216597
450	0.09162626455
451	0.09159949308
452	0.09157422872
453	0.09154376513
454	0.09152352993
455	0.09149921103
456	0.0914779302
457	0.0914617448
458	0.09144183868
459	0.09142182765
460	0.09140069477
461	0.09137075421
462	0.09135544541
463	0.09131934697
464	0.09130776325
465	0.09129749811
466	0.09128428744
467	0.09127577896
468	0.09126005252
469	0.09124843591
470	0.09124056964
471	0.09120905954
472	0.09117635232
473	0.09116182043
474	0.09113472274
475	0.09111683207
476	0.09109930386
477	0.09108724866
478	0.09106811895
479	0.09104833053
480	0.09102804992
481	0.09098707934
482	0.0909629035
483	0.09094671994
484	0.0909344289
485	0.09090344826
486	0.09089441262
487	0.09087796254
488	0.09084465353
489	0.09082623077
490	0.09081375562
491	0.09078625668
492	0.09077283078
493	0.09074553088
494	0.09072371953
495	0.09070637419
496	0.09068875399
497	0.09065430724
498	0.09063458199
499	0.09060584363
500	0.09058193695
501	0.09055166636
502	0.09052899564
503	0.09050316233
504	0.09047100531
505	0.09043396598
506	0.09040786445
507	0.09038304233
508	0.09035915501
509	0.09033180702
510	0.09030818946
511	0.09029300525
512	0.09026856897
513	0.0902475444
514	0.09023141722
515	0.09021732682
516	0.09019976849
517	0.09016832872
518	0.09015761625
519	0.09014158128
520	0.09012666073
521	0.09010390855
522	0.09009278182
523	0.09008555153
524	0.09006864955
525	0.0900435232
526	0.09001483449
527	0.08999496832
528	0.08997886089
529	0.0899489961
530	0.0899255157
531	0.08990581827
532	0.08988443226
533	0.08985624421
534	0.08984516092
535	0.08982530852
536	0.08980547321
537	0.08978261601
538	0.08975799865
539	0.08973349068
540	0.08971856596
541	0.08968387083
542	0.08965905031
543	0.08964461994
544	0.08962691939
545	0.08960745243
546	0.08957838992
547	0.08955822814
548	0.08952415428
549	0.08950291828
550	0.08948648585
551	0.08946878583
552	0.08944219553
553	0.08943021919
554	0.08942380964
555	0.08940598385
556	0.08938603329
557	0.08936306555
558	0.0893320775
559	0.08931000918
560	0.08928378813
561	0.08925969837
562	0.0892458487
563	0.08921872221
564	0.08919527381
565	0.08918231404
566	0.08916638175
567	0.08915145953
568	0.08911441603
569	0.08910137972
570	0.08908354506
571	0.0890605756
572	0.08903414942
573	0.08901484433
574	0.08899890365
575	0.08897987239
576	0.08895899574
577	0.08894262146
578	0.08892583148
579	0.08891317801
580	0.08890583764
581	0.08889649254
582	0.08887999876
583	0.08886322681
584	0.08883464319
585	0.08881890396
586	0.08880106406
587	0.08878841996
588	0.08877143315
589	0.08874676901
590	0.08872390526
591	0.08871183955
592	0.08869705462
593	0.0886789702
594	0.08866339651
595	0.08864493141
596	0.0886347304
597	0.08862189392
598	0.08860640342
599	0.08859601926
600	0.08857103473
601	0.08856263293
602	0.08854632715
603	0.08853841065
604	0.08852470819
605	0.08850291978
606	0.08848185379
607	0.08845014976
608	0.08843255578
609	0.08841855834
610	0.08839737378
611	0.08837862795
612	0.08835487677
613	0.08834383755
614	0.08831984035
615	0.08831153397
616	0.08829204319
617	0.08826812519
618	0.0882465475
619	0.0882340973
620	0.08821770213
621	0.08820137998
622	0.08817264608
623	0.08815059469
624	0.08813944705
625	0.08812679603
626	0.08811974687
627	0.08809611513
628	0.08807659966
629	0.08806009194
630	0.08804656368
631	0.08803134908
632	0.08801171558
633	0.0880005468
634	0.08798066111
635	0.08796249382
636	0.08795097193
637	0.0879389236
638	0.08792499716
639	0.08791488777
640	0.08789340665
641	0.08786868167
642	0.08785032077
643	0.08783746419
644	0.08781633368
645	0.0877954655
646	0.08777708327
647	0.08775735174
648	0.087734653
649	0.08772093075
650	0.08770239142
651	0.08768508776
652	0.08766879253
653	0.0876547968
654	0.08764352562
655	0.08761450665
656	0.08759320518
657	0.08757843444
658	0.08756014409
659	0.0875440695
660	0.08752825792
661	0.08751029776
662	0.08748684928
663	0.08744970518
664	0.08742935488
665	0.08741552789
666	0.0873914565
667	0.08738120972
668	0.08735893794
669	0.0873475561
670	0.08732963697
671	0.08730639763
672	0.08728214986
673	0.08726869519
674	0.08724842215
675	0.08723711421
676	0.08722355241
677	0.08719522828
678	0.08717532623
679	0.08715723878
680	0.08714244818
681	0.08711892742
682	0.08711089562
683	0.08709375269
684	0.08707465625
685	0.08705867706
686	0.08703848548
687	0.08701987576
688	0.08700773568
689	0.08699246719
690	0.08696832507
691	0.08695218048
692	0.08692935551
693	0.08691773461
694	0.08689989117
695	0.08688516553
696	0.0868634747
697	0.08684525633
698	0.08683859406
699	0.08682170714
700	0.08680517168
701	0.08679100559
702	0.0867792202
703	0.08675279482
704	0.08672998643
705	0.08671406626
706	0.08669176023
707	0.08668236883
708	0.08666554794
709	0.08665043172
710	0.08664079736
711	0.08662010713
712	0.08660007819
713	0.08658212593
714	0.08656832358
715	0.08654645643
716	0.08653634718
717	0.08651594108
718	0.08650068991
719	0.086488336
720	0.08646926733
721	0.08645160481
722	0.08642357934
723	0.08641108605
724	0.08639286866
725	0.08637318005
726	0.08635067592
727	0.08633612673
728	0.08632427305
729	0.08630576751
730	0.08629457456
731	0.08627664891
732	0.08625675408
733	0.08623603115
734	0.08622452337
735	0.08621212203
736	0.08619631327
737	0.08618747246
738	0.0861685665
739	0.08615398176
740	0.08613537349
741	0.08612022881
742	0.08610259973
743	0.08609131487
744	0.08607633558
745	0.08606817072
746	0.0860482498
747	0.08602587505
748	0.08599974993
749	0.08598538908
750	0.08596454947
751	0.08595342885
752	0.08593996022
753	0.08593045913
754	0.08590963561
755	0.08589736139
756	0.08588707804
757	0.08586448466
758	0.08585158302
759	0.0858229646
760	0.08580041402
761	0.08579080936
762	0.08576898906
763	0.08574479811
764	0.08573261141
765	0.08572351173
766	0.08571111718
767	0.08569455316
768	0.08568474805
769	0.08565417712
770	0.08563340495
771	0.08562449145
772	0.08560706197
773	0.08558546299
774	0.08555802171
775	0.08554665163
776	0.08554193371
777	0.08552391287
778	0.08550684123
779	0.08548685453
780	0.08547102983
781	0.08544474688
782	0.08542536846
783	0.0854091937
784	0.08539669735
785	0.08538164632
786	0.08536420759
787	0.08535348455
788	0.0853454654
789	0.08533149112
790	0.08531342651
791	0.08530366213
792	0.08528559758
793	0.08527306338
794	0.08526404152
795	0.08524929015
796	0.08522401717
797	0.08520213342
798	0.08518428007
799	0.0851660256
800	0.08513677472
801	0.08511854254
802	0.08508922261
803	0.08507349274
804	0.0850618912
805	0.08504542496
806	0.08503759595
807	0.08502138907
808	0.0850136501
809	0.08499385592
810	0.0849856988
811	0.08497188917
812	0.08495677943
813	0.08494588007
814	0.08492721367
815	0.08489818873
816	0.08487868069
817	0.08486642447
818	0.08485608013
819	0.084843325
820	0.08482381285
821	0.08480611327
822	0.08478944303
823	0.08477409674
824	0.08475925611
825	0.0847482931
826	0.08474090538
827	0.08472642656
828	0.08471431698
829	0.08468757558
830	0.0846755074
831	0.0846664389
832	0.08465851105
833	0.08464599266
834	0.08462895276
835	0.08461910623
836	0.08460270466
837	0.08459291816
838	0.08458655682
839	0.08456935021
840	0.08456076499
841	0.08455151537
842	0.08453713461
843	0.08452594564
844	0.0845139165
845	0.08449498299
846	0.08447596376
847	0.08445695504
848	0.08444050382
849	0.08442248823
850	0.08440764767
851	0.0843913421
852	0.08437231921
853	0.08434922019
854	0.08433436563
855	0.0843207387
856	0.08429848679
857	0.08428285637
858	0.08426214129
859	0.08425638722
860	0.08423708445
861	0.08423045259
862	0.08421190818
863	0.08419676263
864	0.084188731
865	0.08417687528
866	0.08415805279
867	0.08413234286
868	0.08410852766
869	0.08408936844
870	0.08407532314
871	0.08405825104
872	0.08404629852
873	0.08402229427
874	0.08400829149
875	0.08399065995
876	0.08397262418
877	0.08396314894
878	0.0839429293
879	0.08392803855
880	0.08390564282
881	0.08388774118
882	0.08387444688
883	0.08386434972
884	0.08384789303
885	0.08383818156
886	0.08382327686
887	0.08380732826
888	0.08379349227
889	0.08377660851
890	0.08376412776
891	0.08375398173
892	0.08375039693
893	0.08372680348
894	0.08371165285
895	0.08369648835
896	0.08367486447
897	0.08366296782
898	0.08365352297
899	0.083639765
900	0.08361752084
901	0.08360372241
902	0.08359190259
903	0.08357517234
904	0.08355503344
905	0.08353971892
906	0.08352569365
907	0.08351463012
908	0.0835060578
909	0.08349837202
910	0.08348880778
911	0.0834704959
912	0.08344540874
913	0.08343137453
914	0.08342396266
915	0.08341548104
916	0.08340165424
917	0.08338930612
918	0.08337543772
919	0.08336655004
920	0.0833394725
921	0.08332197789
922	0.08330767275
923	0.08329669383
924	0.08328462401
925	0.08326605874
926	0.08324057936
927	0.08323114491
928	0.08322253292
929	0.08320889289
930	0.0831990827
931	0.08318731752
932	0.08317105846
933	0.0831560436
934	0.08314421888
935	0.08312932446
936	0.08311316685
937	0.08310378888
938	0.08308766647
939	0.08306330121
940	0.08304794549
941	0.08303885753
942	0.08302720582
943	0.0830172961
944	0.08300790967
945	0.08299483479
946	0.0829775059
947	0.08296433239
948	0.08295113592
949	0.08293988946
950	0.08292839875
951	0.08291701561
952	0.08290593686
953	0.0828920782
954	0.08288146234
955	0.08286815606
956	0.08286193644
957	0.08284592254
958	0.08283998079
959	0.08282367964
960	0.08280930572
961	0.08279324779
962	0.08277734997
963	0.08275790733
964	0.08274348733
965	0.08272108489
966	0.08269756335
967	0.0826737907
968	0.08265948978
969	0.08264431472
970	0.08263340305
971	0.0826184885
972	0.08260906001
973	0.08260172764
974	0.08258434653
975	0.08257222374
976	0.08255048895
977	0.08253421797
978	0.08251706317
979	0.08250500551
980	0.08249109071
981	0.08247489872
982	0.08246035958
983	0.08244181422
984	0.08241795204
985	0.08239541269
986	0.08238012462
987	0.08236666473
988	0.08234893525
989	0.08233940651
990	0.08232651522
991	0.08231014518
992	0.08229854823
993	0.08227865251
994	0.08226368217
995	0.08225173192
996	0.08223617885
997	0.08222609006
998	0.08221791741
999	0.08219866207
